DateTime,GloRad (W/m2),Wind Speed (m/s),Relative Humidity (0 - 1),Air Temp (*C),Cloudiness (0 - 1)
08/15/2013 10:00,947.5305,0.685206751,0.4313,20.97,0
08/15/2013 11:00,928.3179,0.473784063,0.4216,21.74,0.32
08/15/2013 12:00,1174.5885,0.983427188,0.404,22.42,0.09
08/15/2013 13:00,1308.2034,0.921530344,0.3675,24.82,0.02
08/15/2013 14:00,1138.7832,0.658950131,0.3953,24.32,0.01
08/15/2013 15:00,863.6937,0.423479183,0.4171,23.13,0.07
08/15/2013 16:00,659.3415,0.39203304,0.3944,24.13,0.01
08/15/2013 17:00,435.7767,0.95541025,0.4313,23.37,0
08/15/2013 18:00,67.94274,0.910908156,0.6879,18.51,0.66
08/15/2013 19:00,10.91625,0.047667877,0.922,14.8,0
08/15/2013 20:00,0,0.001869688,0.999,11.75,0
08/15/2013 21:00,0,0.4935975,0.999,9.81,0
08/15/2013 22:00,0,0.190708125,0.999,9.26,0
08/15/2013 23:00,0,0.76096275,0.999,8.55,0
08/16/2013 0:00,0,0.86566525,0.999,7.66,0
08/16/2013 1:00,0,0.75909325,0.999,6.94,0
08/16/2013 2:00,0,0.903059,0.999,6.254,0
08/16/2013 3:00,0,1.022719,0.999,5.909,0
08/16/2013 4:00,0,0.7216995,0.999,5.531,0.71
08/16/2013 5:00,4.19184,0.882494481,0.999,5.355,0
08/16/2013 6:00,116.49822,0.63569375,0.999,6.59,0.01
08/16/2013 7:00,335.43453,0.35524075,0.999,12.57,0
08/16/2013 8:00,565.11243,0.52164275,0.6732,17.9,0
08/16/2013 9:00,774.6171,1.331852832,0.5328,22.26,0
08/16/2013 10:00,942.2907,0.692847321,0.4725,22.48,0
08/16/2013 11:00,1057.5663,0.655439598,0.416,23.48,0
08/16/2013 12:00,1103.8512,0.420184959,0.4248,24.89,0
08/16/2013 13:00,1085.5119,0.967763333,0.4138,25.05,0
08/16/2013 14:00,984.2091,0.231871404,0.3879,25.71,0
08/16/2013 15:00,838.368,0.942237196,0.3912,25.75,0
08/16/2013 16:00,642.7488,0.507302535,0.3864,26.41,0
08/16/2013 17:00,408.61707,0.6618695,0.4186,26.37,0
08/16/2013 18:00,175.88262,0,0.5268,24.9,0.24
08/16/2013 19:00,11.96421,0,0.845,17.16,0
08/16/2013 20:00,0,0,0.998,12.57,0
08/16/2013 21:00,0,0,0.999,11.06,0
08/16/2013 22:00,0,0.532861,0.999,10.14,0
08/16/2013 23:00,0,1.005892,0.999,9.21,0
08/17/2013 0:00,0,0.47116125,0.999,8.5,0
08/17/2013 1:00,0,0.91614675,0.999,7.89,0
08/17/2013 2:00,0,0.213144375,0.999,7.47,0
08/17/2013 3:00,0,0,0.999,7.05,0
08/17/2013 4:00,0,0.67121775,0.999,6.68,0
08/17/2013 5:00,4.71582,0,0.999,6.444,0
08/17/2013 6:00,110.12313,0.747875,0.999,7.91,0.01
08/17/2013 7:00,316.48392,0,0.999,13.74,0
08/17/2013 8:00,551.22696,0.46181275,0.761,19,0
08/17/2013 9:00,769.3773,0.444851992,0.5951,23.67,0
08/17/2013 10:00,929.1912,1.344558787,0.4976,25.31,0
08/17/2013 11:00,1034.8605,0.749219966,0.4767,26.34,0
08/17/2013 12:00,1082.892,0.757613519,0.455,26.84,0
08/17/2013 13:00,1053.1998,0.926507094,0.4647,27.96,0.01
08/17/2013 14:00,956.2635,0.977490732,0.4383,28.24,0.01
08/17/2013 15:00,801.6894,1.066610489,0.4318,28.82,0
08/17/2013 16:00,601.26705,0.834412891,0.4564,28.81,0.01
08/17/2013 17:00,375.95565,0.509039418,0.4618,28.61,0
08/17/2013 18:00,154.66143,0.450342481,0.5297,26.78,0.76
08/17/2013 19:00,9.78096,0,0.851,19.56,0
08/17/2013 20:00,0,0,0.999,15.63,0
08/17/2013 21:00,0,0.009348438,0.999,14.32,0
08/17/2013 22:00,0,0.998413,0.999,13.47,0
08/17/2013 23:00,0,0.81518375,0.999,12.63,0
08/18/2013 0:00,0,0.39263425,0.999,11.55,0
08/18/2013 1:00,0,0.98906475,0.999,11.14,0
08/18/2013 2:00,0,0.7329175,0.999,10.57,0
08/18/2013 3:00,0,0.2262322,0.999,10.2,0
08/18/2013 4:00,0,0.114050925,0.999,9.48,0.99
08/18/2013 5:00,3.92985,0,0.999,9.66,0
08/18/2013 6:00,98.42091,0.3197165,0.999,10.64,0.01
08/18/2013 7:00,322.77168,0.65065125,0.999,16.55,0
08/18/2013 8:00,549.56769,0.129008425,0.736,21.76,0
08/18/2013 9:00,740.5584,1.1966,0.6051,24.7,0
08/18/2013 10:00,899.499,1.338688475,0.5614,26.91,0
08/18/2013 11:00,1005.1683,1.386402093,0.4997,28.58,0
08/18/2013 12:00,1053.1998,1.202009865,0.4702,29.11,0
08/18/2013 13:00,1040.1003,1.168711817,0.4354,30.15,0
08/18/2013 14:00,951.0237,1.177233652,0.4079,30.5,0
08/18/2013 15:00,809.5491,1.288324647,0.3844,30.89,0
08/18/2013 16:00,613.0566,1.115570696,0.3942,30.61,0
08/18/2013 17:00,383.02938,0.925306575,0.4339,29.87,0
08/18/2013 18:00,160.07589,0.302016812,0.5258,28.04,0.99
08/18/2013 19:00,6.1131,0,0.85,19.83,0
08/18/2013 20:00,0,0,0.999,15.63,0
08/18/2013 21:00,0,1.06385225,0.999,13.93,0
08/18/2013 22:00,0,1.0862885,0.999,13.48,0
08/18/2013 23:00,0,1.0133705,0.999,13.29,0
08/19/2013 0:00,0,0,0.999,12.64,0
08/19/2013 1:00,0,0.651427137,0.999,12.19,0
08/19/2013 2:00,0,0.11966,0.999,11.45,0
08/19/2013 3:00,0,0.508555,0.999,10.85,0
08/19/2013 4:00,0,0.9535405,0.999,10.54,0.99
08/19/2013 5:00,4.27917,0.5235125,0.999,10.39,0.13
08/19/2013 6:00,67.76808,0.32532575,0.999,11.27,0
08/19/2013 7:00,294.38943,0.003739375,0.999,16.61,0.84
08/19/2013 8:00,349.66932,0.69926325,0.809,21.13,0.29
08/19/2013 9:00,694.2735,0.38332704,0.6196,25.96,0
08/19/2013 10:00,915.2184,1.113115818,0.5615,27.89,0
08/19/2013 11:00,856.7073,1.604703951,0.5191,28.29,0
08/19/2013 12:00,1086.3852,0.548784457,0.5018,29.83,0.32
08/19/2013 13:00,1065.426,0.673879097,0.4918,30.21,0.31
08/19/2013 14:00,392.37369,1.494334087,0.5341,29.1,0.07
08/19/2013 15:00,293.07948,1.759082768,0.5046,29.48,0.01
08/19/2013 16:00,587.29425,0.454083814,0.4844,29.86,0.03
08/19/2013 17:00,341.98428,0.698297674,0.4912,29.47,0.89
08/19/2013 18:00,61.131,0.109020579,0.6324,25.31,0.99
08/19/2013 19:00,5.76378,0,0.936,19.9,0.33
08/19/2013 20:00,0,0,0.999,17.4,0.13
08/19/2013 21:00,0.08733,1.147490034,0.711,21.52,0.93
08/19/2013 22:00,0,1.699392813,0.5589,21.64,0.92
08/19/2013 23:00,0,0.963193972,0.548,21.22,0.13
08/20/2013 0:00,0,1.382553809,0.846,16.56,0.93
08/20/2013 1:00,0,1.087258247,0.947,15.74,0.93
08/20/2013 2:00,0,0.205665625,0.999,14.64,0.92
08/20/2013 3:00,0,0.502946,0.999,14.46,0.93
08/20/2013 4:00,0,0,0.999,14.12,0.99
08/20/2013 5:00,1.30995,1.112503278,0.999,14.45,0.99
08/20/2013 6:00,30.65283,0.915517006,0.999,14.52,0.95
08/20/2013 7:00,75.36579,0.467829236,0.999,15.45,0.89
08/20/2013 8:00,76.93773,0.871196272,0.999,16.52,0.84
08/20/2013 9:00,126.27918,1.318394811,0.945,17.36,0.98
08/20/2013 10:00,362.94348,1.782160428,0.92,17.68,0.98
08/20/2013 11:00,334.29924,0.725065058,0.6856,19.66,0.79
08/20/2013 12:00,483.45888,1.599397099,0.6498,20.53,0.97
08/20/2013 13:00,478.21908,2.497097604,0.6475,20.44,0.92
08/20/2013 14:00,432.80748,2.824692214,0.5842,20.68,0.69
08/20/2013 15:00,199.19973,2.031537429,0.6142,19.99,0.99
08/20/2013 16:00,212.38656,2.224580025,0.6248,19.25,0.87
08/20/2013 17:00,155.18541,3.108028028,0.6089,19.3,0.99
08/20/2013 18:00,57.20115,1.396481465,0.701,17.04,0.25
08/20/2013 19:00,3.23121,0.683487891,0.979,13.78,0.93
08/20/2013 20:00,0,1.186608075,0.999,12.85,0.93
08/20/2013 21:00,0,1.488352395,0.999,12.17,0.93
08/20/2013 22:00,0,1.722672236,0.999,12.14,0.72
08/20/2013 23:00,0,2.020536256,0.999,11.8,0.33
08/21/2013 0:00,0.43665,1.611714951,0.908,13.17,0.13
08/21/2013 1:00,0,1.188399195,0.714,15.3,0.72
08/21/2013 2:00,0,1.205675942,0.989,12.53,0.72
08/21/2013 3:00,0,0.567554126,0.994,12.33,0.13
08/21/2013 4:00,0.08733,0.845365449,0.981,12.44,0.92
08/21/2013 5:00,0.69864,1.004667935,0.6658,15.6,0.67
08/21/2013 6:00,54.66858,0.810733222,0.6615,15.82,0.98
08/21/2013 7:00,157.194,1.141166598,0.656,16.44,0.26
08/21/2013 8:00,601.96569,1.833409532,0.6141,17.92,0.05
08/21/2013 9:00,569.74092,2.065448783,0.5888,18.74,0.01
08/21/2013 10:00,980.7159,2.419171176,0.5554,20.41,0
08/21/2013 11:00,1057.5663,2.842343503,0.5478,21.38,0
08/21/2013 12:00,1109.091,2.726021349,0.5172,21.77,0
08/21/2013 13:00,1029.6207,2.483087124,0.503,22.84,0
08/21/2013 14:00,927.4446,2.713944943,0.4914,23.25,0
08/21/2013 15:00,778.9836,2.200491863,0.4592,23.06,0
08/21/2013 16:00,579.25989,1.873665577,0.466,23.14,0
08/21/2013 17:00,347.5734,2.881597565,0.4697,22.2,0
08/21/2013 18:00,126.27918,2.140229574,0.5009,20.98,0.87
08/21/2013 19:00,3.40587,1.156337733,0.6997,16.89,0
08/21/2013 20:00,0,0.0448725,0.975,12.1,0
08/21/2013 21:00,0,0,0.999,10.75,0
08/21/2013 22:00,0,0.177620325,0.999,9.66,0.72
08/21/2013 23:00,0,0,0.999,9.41,0.33
08/22/2013 0:00,0,0.001869688,0.999,9.24,0
08/22/2013 1:00,0,0,0.999,8.54,0
08/22/2013 2:00,0.34932,0.78366892,0.999,8.95,0
08/22/2013 3:00,0,0,0.999,10.56,0.72
08/22/2013 4:00,0,0.80022625,0.999,8.67,0.72
08/22/2013 5:00,1.7466,1.155480364,0.999,9.47,0.27
08/22/2013 6:00,60.34503,0.818923,0.999,10.48,0.68
08/22/2013 7:00,321.02508,0.033654375,0.858,13.5,0
08/22/2013 8:00,549.39303,0.589248201,0.71,17.19,0
08/22/2013 9:00,741.4317,1.901740518,0.558,19.76,0
08/22/2013 10:00,909.9786,2.30072239,0.4865,21.37,0.01
08/22/2013 11:00,1011.2814,1.248011841,0.4899,21.97,0
08/22/2013 12:00,1045.3401,1.346394411,0.4537,23.27,0
08/22/2013 13:00,1037.4804,0.963119654,0.4383,24.37,0
08/22/2013 14:00,951.897,0.971044783,0.429,24.98,0
08/22/2013 15:00,705.6264,0.230389203,0.4128,25.92,0.03
08/22/2013 16:00,568.16898,1.263941815,0.4201,25.46,0
08/22/2013 17:00,343.03224,1.293176494,0.4507,24.27,0
08/22/2013 18:00,132.13029,1.272852098,0.5641,22.74,0.99
08/22/2013 19:00,4.3665,0.70674175,0.779,16.72,0
08/22/2013 20:00,0,0,0.999,12.68,0
08/22/2013 21:00,0,0.005609063,0.999,10.94,0
08/22/2013 22:00,0,1.13490025,0.999,10.06,0
08/22/2013 23:00,0.08733,1.415354735,0.999,9.18,0
08/23/2013 0:00,0,0.9965435,0.999,8.51,0
08/23/2013 1:00,0,0.89931975,0.999,8.21,0
08/23/2013 2:00,0,1.170461583,0.999,7.8,0
08/23/2013 3:00,0,1.13490025,0.999,7.29,0
08/23/2013 4:00,0,0.873144,0.999,7.19,0.99
08/23/2013 5:00,1.65927,0.0149575,0.999,6.85,0
08/23/2013 6:00,61.04367,0.79648675,0.999,7.2,0.01
08/23/2013 7:00,299.71656,0.58708175,0.999,12.74,0
08/23/2013 8:00,513.58773,0.114050925,0.734,17.65,0
08/23/2013 9:00,714.3594,0.573579719,0.5802,21.47,0
08/23/2013 10:00,880.2864,0.841635689,0.5618,22.69,0
08/23/2013 11:00,967.6164,1.149432157,0.5039,23.8,0
08/23/2013 12:00,759.771,1.060987822,0.475,25.09,0
08/23/2013 13:00,960.63,1.115062939,0.4675,26.07,0.01
08/23/2013 14:00,888.1461,1.240206247,0.4767,26.49,0.02
08/23/2013 15:00,468.52545,0.568928978,0.5129,25.51,0.61
08/23/2013 16:00,383.72802,0.572872422,0.5687,25,0.16
08/23/2013 17:00,275.70081,0.462402802,0.5709,25.61,0.38
08/23/2013 18:00,120.16608,0,0.764,22.05,0.97
08/23/2013 19:00,2.88189,0,0.988,17.05,0
08/23/2013 20:00,0,0,0.999,15.57,0
08/23/2013 21:00,0,0,0.999,15.3,0.32
08/23/2013 22:00,0,0,0.999,14.18,0.72
08/23/2013 23:00,0,0.162662825,0.999,12.98,0.74
08/24/2013 0:00,0,0.51042475,0.999,12.39,0.12
08/24/2013 1:00,0,0.777792247,0.999,12.76,0.92
08/24/2013 2:00,0,0.8170535,0.999,12.83,0.12
08/24/2013 3:00,0.08733,1.306977031,0.999,14.34,0.92
08/24/2013 4:00,0,0.012542245,0.999,14.08,0.92
08/24/2013 5:00,0.34932,0,0.999,14.53,0.99
08/24/2013 6:00,7.07373,0,0.999,14.54,0.99
08/24/2013 7:00,41.48175,0.001869688,0.999,14.95,0.99
08/24/2013 8:00,89.77524,0.0430028,0.999,15.36,0.99
08/24/2013 9:00,173.52471,0.093559133,0.999,16.32,0.99
08/24/2013 10:00,100.95348,0.03328884,0.978,16.93,0.99
08/24/2013 11:00,179.46315,0.568145025,0.999,16.49,0.99
08/24/2013 12:00,198.85041,0.958945505,0.999,16.53,0.99
08/24/2013 13:00,163.91841,0.05422095,0.999,16.54,0.89
08/24/2013 14:00,332.63997,0.60016975,0.998,17.62,0.82
08/24/2013 15:00,328.88478,0.108441875,0.951,17.56,0.99
08/24/2013 16:00,301.89981,0.28681883,0.9,18.37,0.83
08/24/2013 17:00,161.82249,0,0.825,18.79,0.96
08/24/2013 18:00,158.32929,0.4524645,0.78,19.86,0.14
08/24/2013 19:00,2.00859,0,0.999,15.57,0.14
08/24/2013 20:00,0,0,0.999,13.4,0
08/24/2013 21:00,0,0.63008475,0.999,12.17,0
08/24/2013 22:00,0,0,0.999,11,0
08/24/2013 23:00,0,0,0.999,10.83,0
08/25/2013 0:00,0,0,0.999,10.65,0.32
08/25/2013 1:00,0,0,0.999,10.43,0
08/25/2013 2:00,0,0,0.999,9.31,0.14
08/25/2013 3:00,0,0.6543905,0.999,9.22,0.12
08/25/2013 4:00,0,0.65065125,0.999,8.86,0.99
08/25/2013 5:00,3.92985,0.35711025,0.999,8.39,0.97
08/25/2013 6:00,49.69077,0,0.999,10.13,0.99
08/25/2013 7:00,60.43236,0.28045325,0.999,11.81,0.98
08/25/2013 8:00,43.05369,0.181359675,0.999,12.64,0.99
08/25/2013 9:00,250.37511,0,0.999,13.92,0.99
08/25/2013 10:00,129.77238,0,0.999,14.77,0.99
08/25/2013 11:00,178.93917,1.464652891,0.999,15.5,0.99
08/25/2013 12:00,75.1038,0.67495725,0.999,15.1,0.99
08/25/2013 13:00,162.17181,0.403856828,0.999,15.53,0.99
08/25/2013 14:00,152.21619,0.065439075,0.999,15.91,0.99
08/25/2013 15:00,51.87402,0.26175625,0.999,15.54,0.99
08/25/2013 16:00,108.90051,0.551430978,0.999,15.76,0.99
08/25/2013 17:00,74.31783,0.675958508,0.999,16.13,0.99
08/25/2013 18:00,24.80172,0.065439075,0.999,15.61,0.99
08/25/2013 19:00,0.78597,0.03739375,0.999,15,0.73
08/25/2013 20:00,0,0.364589,0.999,14.2,0
08/25/2013 21:00,0,0.05422095,0.999,12.51,0.73
08/25/2013 22:00,0,0.3197165,0.999,13.44,0.3
08/25/2013 23:00,0.08733,0.2841925,0.999,13.82,0.73
08/26/2013 0:00,0,0,0.999,14.15,0
08/26/2013 1:00,0,0,0.999,13.93,0.73
08/26/2013 2:00,0,0.058560332,0.999,13.68,0.14
08/26/2013 3:00,0,0.22997915,0.999,12.68,0.12
08/26/2013 4:00,0,0.27297425,0.999,12.36,0.99
08/26/2013 5:00,0.61131,1.11247814,0.999,12.14,0.97
08/26/2013 6:00,25.84968,0.906891015,0.999,12.14,0.94
08/26/2013 7:00,76.58841,0.88062275,0.999,12.71,0.98
08/26/2013 8:00,115.45026,0,0.999,13.34,0.98
08/26/2013 9:00,184.52829,0.001869688,0.999,14.12,0.99
08/26/2013 10:00,433.33146,0.371258983,0.999,15.37,0.99
08/26/2013 11:00,608.6901,0.23833932,0.835,17.91,0.03
08/26/2013 12:00,1084.6386,1.181851108,0.6981,20.79,0.21
08/26/2013 13:00,1160.6157,1.11742261,0.6593,22.52,0.11
08/26/2013 14:00,1114.3308,0.636147388,0.5987,23.23,0.89
08/26/2013 15:00,582.05445,1.6025361,0.6454,22.25,0.96
08/26/2013 16:00,210.02865,1.897729066,0.77,19.6,0.63
08/26/2013 17:00,180.94776,0.878880289,0.78,19.07,0.99
08/26/2013 18:00,67.2441,0.02243625,0.825,18.09,0.99
08/26/2013 19:00,0.8733,0.748904955,0.999,15.97,0
08/26/2013 20:00,0,0.001869688,0.999,16.13,0.73
08/26/2013 21:00,0,0,0.999,15.51,0.92
08/26/2013 22:00,0,0.4524645,0.999,15.16,0.73
08/26/2013 23:00,0,0.31597725,0.999,14.7,0.73
08/27/2013 0:00,0,0,0.999,14.44,0.73
08/27/2013 1:00,0,0,0.999,14.35,0.73
08/27/2013 2:00,0.08733,0,0.999,14.24,0.91
08/27/2013 3:00,0,0,0.999,14.22,0.91
08/27/2013 4:00,0,0.486927077,0.999,14.04,0.99
08/27/2013 5:00,0,0.293541,0.999,14.04,0.99
08/27/2013 6:00,11.61489,0,0.999,13.86,0.96
08/27/2013 7:00,55.19256,0,0.999,14.35,0.97
08/27/2013 8:00,150.90624,0,0.999,15.4,0.77
08/27/2013 9:00,659.3415,0.00747875,0.999,16.34,0.51
08/27/2013 10:00,271.42164,1.365122976,0.945,17.31,0.92
08/27/2013 11:00,320.58843,1.338249582,0.908,18.3,0.71
08/27/2013 12:00,1236.5928,1.112055547,0.921,19.36,0.29
08/27/2013 13:00,573.84543,1.29744184,0.835,19.93,0.24
08/27/2013 14:00,555.33147,0.27707356,0.756,21.06,0.02
08/27/2013 15:00,609.30141,0.339733137,0.758,20.99,0.04
08/27/2013 16:00,240.24483,0.772181,0.773,20.89,0.99
08/27/2013 17:00,100.69149,0.033654375,0.892,19.76,0.99
08/27/2013 18:00,114.48963,0,0.963,19.38,0.12
08/27/2013 19:00,0.61131,0.663739,0.999,17.34,0.91
08/27/2013 20:00,0,0.009348438,0.999,16.77,0.91
08/27/2013 21:00,0,0,0.999,15.96,0.14
08/27/2013 22:00,0,0.26549575,0.999,15.41,0.12
08/27/2013 23:00,0.26199,0.7441355,0.999,15.39,0.14
08/28/2013 0:00,0,0.83763878,0.996,15.99,0.91
08/28/2013 1:00,0,1.077462389,0.999,14.68,0.91
08/28/2013 2:00,0,0.992804,0.999,14.04,0.91
08/28/2013 3:00,0,0.001869688,0.999,13.85,0.91
08/28/2013 4:00,0,0.64504225,0.999,13.89,0.99
08/28/2013 5:00,0.26199,0.38702525,0.999,13.71,0.99
08/28/2013 6:00,15.10809,0,0.999,13.45,0.97
08/28/2013 7:00,84.7101,0.428121695,0.999,13.68,0.78
08/28/2013 8:00,361.98285,0.69456305,0.999,16.37,0.97
08/28/2013 9:00,142.69722,1.204615791,0.938,17.35,0.97
08/28/2013 10:00,125.58054,1.499280709,0.989,16.34,0.99
08/28/2013 11:00,307.4016,1.514461878,0.936,17.62,0.93
08/28/2013 12:00,185.83824,0.786745468,0.962,16.92,0.96
08/28/2013 13:00,229.76523,1.741221332,0.939,17.52,0.99
08/28/2013 14:00,154.31211,1.815932618,0.866,17.85,0.99
08/28/2013 15:00,71.26128,1.718424889,0.887,16.67,0.99
08/28/2013 16:00,166.8003,0.796488944,0.977,16.27,0.99
08/28/2013 17:00,53.44596,1.247452863,0.999,15.32,0.99
08/28/2013 18:00,21.8325,0.158350505,0.999,15.02,0.99
08/28/2013 19:00,0.43665,0.214688657,0.999,14.35,0.73
08/28/2013 20:00,0,1.047191923,0.999,13.79,0.73
08/28/2013 21:00,0,0.256208656,0.999,13.66,0.91
08/28/2013 22:00,0,1.002705106,0.999,13.74,0.91
08/28/2013 23:00,0,1.4829369,0.999,13.48,0.73
08/29/2013 0:00,0,1.49968648,0.999,13.35,0.12
08/29/2013 1:00,0,1.262793573,0.999,12.84,0
08/29/2013 2:00,0,0.987494175,0.999,11.98,0
08/29/2013 3:00,0,0.940519808,0.999,10.58,0
08/29/2013 4:00,0,0.148743,0.999,10.07,0.99
08/29/2013 5:00,0.34932,0.349636499,0.999,9.79,0
08/29/2013 6:00,52.04868,0.693654,0.999,10.57,0.99
08/29/2013 7:00,96.063,0.166496678,0.999,12.48,0.97
08/29/2013 8:00,148.19901,0.34762124,0.999,13.93,0.95
08/29/2013 9:00,310.45815,0.681125954,0.999,16.56,0.03
08/29/2013 10:00,896.0058,1.153901776,0.6617,19,0.02
08/29/2013 11:00,881.1597,2.066195075,0.5568,20.6,0.01
08/29/2013 12:00,798.1962,1.545780441,0.5278,21.12,0
08/29/2013 13:00,885.5262,1.931780767,0.4884,21.59,0.06
08/29/2013 14:00,926.5713,2.241520569,0.4647,22.37,0
08/29/2013 15:00,785.97,1.271663845,0.4385,22.37,0.04
08/29/2013 16:00,488.00004,1.041133985,0.4452,22.57,0.1
08/29/2013 17:00,102.1761,1.654373427,0.5205,19.26,0.67
08/29/2013 18:00,55.27989,0.839014746,0.5678,17.32,0.99
08/29/2013 19:00,0.43665,0.518766684,0.82,14.67,0.74
08/29/2013 20:00,0,0.34028325,0.999,13.1,0.3125
08/29/2013 21:00,0,0,0.999,11.28,0.3125
08/29/2013 22:00,0,0,0.999,9.97,0.1875
08/29/2013 23:00,0,0,0.999,8.57,0.1875
08/30/2013 0:00,0,1.09937625,0.999,8.27,0.1875
